,Donor ID,Project ID,Donation Amount,Donor City,Project Title,Project Type,Project Resource Category,Project Subject Category Tree,Project Subject Subcategory Tree
2304405,2e3d49b3665ec8942197c7ee37321091,6359325d77febd6af0eb06fd7c9f5362,100.0,Oakland,The Furniture Makes the Classroom,Teacher-Led,"Reading Nooks, Desks & Storage",Applied Learning,Other
2304410,a220b5b3e38ab4e7f50bff935eb98edf,6359325d77febd6af0eb06fd7c9f5362,10.0,Oakland,The Furniture Makes the Classroom,Teacher-Led,"Reading Nooks, Desks & Storage",Applied Learning,Other
2304411,4aa390388757144d86934a387f595a5a,67042aae4597ab7457c22bec963c12bb,50.0,Oakland,"Hands-on, Inquiry-based Learning is a Proven Success!",Teacher-Led,Supplies,"Math & Science, Music & The Arts","Health & Life Science, Visual Arts"
2304412,606c289d17f27ea8dfc05645950b87af,67042aae4597ab7457c22bec963c12bb,80.0,Oakland,"Hands-on, Inquiry-based Learning is a Proven Success!",Teacher-Led,Supplies,"Math & Science, Music & The Arts","Health & Life Science, Visual Arts"
2304414,e76d80aca2fd5c0e301cb7263a83bf42,67042aae4597ab7457c22bec963c12bb,25.0,Oakland,"Hands-on, Inquiry-based Learning is a Proven Success!",Teacher-Led,Supplies,"Math & Science, Music & The Arts","Health & Life Science, Visual Arts"
2304415,4aa390388757144d86934a387f595a5a,6e110f649713d4b20c289879a785b07d,50.0,Oakland,"Communication, Pretend play and Science for Little Explorers",Teacher-Led,Supplies,"Applied Learning, Literacy & Language","Early Development, Literacy"
2304421,7c17cc154705359590a6baa038905536,6e110f649713d4b20c289879a785b07d,50.0,Oakland,"Communication, Pretend play and Science for Little Explorers",Teacher-Led,Supplies,"Applied Learning, Literacy & Language","Early Development, Literacy"
2304423,9c909bf49eb781df0cc0b0a1686aae9b,6e110f649713d4b20c289879a785b07d,485.0,Oakland,"Communication, Pretend play and Science for Little Explorers",Teacher-Led,Supplies,"Applied Learning, Literacy & Language","Early Development, Literacy"
2304425,4aa390388757144d86934a387f595a5a,7ee8b9e14e4699ae89b1819c94a11d2b,10.0,Oakland,Learning through Play!,Teacher-Led,Supplies,Applied Learning,Early Development
2304426,4aa390388757144d86934a387f595a5a,833213a0d4d7824bc47e6984b3bc89fb,50.0,Oakland,21st Century Learners,Teacher-Led,Technology,"Literacy & Language, Math & Science","Literacy, Mathematics"
2304428,2e3d49b3665ec8942197c7ee37321091,833213a0d4d7824bc47e6984b3bc89fb,100.0,Oakland,21st Century Learners,Teacher-Led,Technology,"Literacy & Language, Math & Science","Literacy, Mathematics"
2304435,bf51ca38789e59e9ed0d4a97aee844eb,833213a0d4d7824bc47e6984b3bc89fb,50.0,Oakland,21st Century Learners,Teacher-Led,Technology,"Literacy & Language, Math & Science","Literacy, Mathematics"
2304437,4aa390388757144d86934a387f595a5a,b81bd946ca0db694cd7d5c41c1909f39,50.0,Oakland,Learning How to Focus and Self-Regulate,Teacher-Led,Supplies,"Health & Sports, Special Needs","Health & Wellness, Special Needs"
2304438,cab9f47190d0f75bc8f06872ad10b73f,b81bd946ca0db694cd7d5c41c1909f39,99.0,Oakland,Learning How to Focus and Self-Regulate,Teacher-Led,Supplies,"Health & Sports, Special Needs","Health & Wellness, Special Needs"
2304441,eb273eb73986f5eb38e9c57166d58c43,b81bd946ca0db694cd7d5c41c1909f39,25.0,Oakland,Learning How to Focus and Self-Regulate,Teacher-Led,Supplies,"Health & Sports, Special Needs","Health & Wellness, Special Needs"
2304442,4aa390388757144d86934a387f595a5a,e99082a59ffe5a375000d3b4c8d0e527,50.0,Oakland,Keeping It Cool When It Is HOT HOT HOT!,Teacher-Led,Technology,"Math & Science, Special Needs","Health & Life Science, Special Needs"
2304443,4aa390388757144d86934a387f595a5a,ef1d64067e03d71ff4dc3803adf69cbc,50.0,Oakland,Newcomers Diving Into Science,Teacher-Led,Trips,"Literacy & Language, Math & Science","ESL, Health & Life Science"
2304446,d353921271b21987920e5fff09f32c0c,ef1d64067e03d71ff4dc3803adf69cbc,15.0,Oakland,Newcomers Diving Into Science,Teacher-Led,Trips,"Literacy & Language, Math & Science","ESL, Health & Life Science"
2304447,213a811f46536dd5ace9fa997ca2625f,ef1d64067e03d71ff4dc3803adf69cbc,15.0,Oakland,Newcomers Diving Into Science,Teacher-Led,Trips,"Literacy & Language, Math & Science","ESL, Health & Life Science"
2304448,0afa9820d75ac6d92a233e01e8338a8e,ef1d64067e03d71ff4dc3803adf69cbc,50.0,Oakland,Newcomers Diving Into Science,Teacher-Led,Trips,"Literacy & Language, Math & Science","ESL, Health & Life Science"
2304453,4aa390388757144d86934a387f595a5a,f8e1979b8ba1f2e0b2c4a63d472d4181,50.0,Oakland,"Fuel Our Classroom, Imagination and Creativity.",Teacher-Led,Supplies,"Applied Learning, Special Needs","Early Development, Special Needs"
2304455,01894a0cecaa759a7ae0b3e5638fb509,f8e1979b8ba1f2e0b2c4a63d472d4181,25.0,Oakland,"Fuel Our Classroom, Imagination and Creativity.",Teacher-Led,Supplies,"Applied Learning, Special Needs","Early Development, Special Needs"
2304462,4aa390388757144d86934a387f595a5a,fb368797ed9f5a5149c4b6522274f8f5,50.0,Oakland,"Move, Tumble, and Learn: Help us Build our Gross Motor Room!",Teacher-Led,Other,"Applied Learning, Special Needs","Early Development, Special Needs"
2304463,ce284068ebc8f92ddd66be215415a4f4,fb368797ed9f5a5149c4b6522274f8f5,10.0,Oakland,"Move, Tumble, and Learn: Help us Build our Gross Motor Room!",Teacher-Led,Other,"Applied Learning, Special Needs","Early Development, Special Needs"
2304464,7e423d472cd97d7b03860dab2fbf716d,fb368797ed9f5a5149c4b6522274f8f5,100.0,Oakland,"Move, Tumble, and Learn: Help us Build our Gross Motor Room!",Teacher-Led,Other,"Applied Learning, Special Needs","Early Development, Special Needs"
2306000,d10032167595ea3bff90192725126ca9,c5b23bb1f5885c9ff9800f8dc37a98c1,48.76,Oakland,Equity not Equality,Teacher-Led,Supplies,"Literacy & Language, Music & The Arts","Literacy, Visual Arts"
2306432,95758d6e6d925f3b69f3eeeea239faac,108d651c7224398bb7511148049b4797,25.0,Oakland,Books on Books Need New Shelves!,Teacher-Led,Books,Literacy & Language,"Literacy, Literature & Writing"
2307344,5750e9686efc8325932dc85810f07ce6,2abc7b504ded1833cabcea261bbd7805,207.0,Oakland,"Keep Future Scientists Cool, Calm and Collected",Teacher-Led,Supplies,Math & Science,"Applied Sciences, Health & Life Science"
2307345,e614ebc9607acf4d9b75acb8a622b83b,2abc7b504ded1833cabcea261bbd7805,50.0,Oakland,"Keep Future Scientists Cool, Calm and Collected",Teacher-Led,Supplies,Math & Science,"Applied Sciences, Health & Life Science"
2307368,5590608670685ef68b427c9b28cf5bb5,33d1d7ac7524ba7aa9b51a981ee0e72c,100.0,Oakland,Integrated Learning: Books and Art Supplies for Young Readers,Teacher-Led,Books,"Literacy & Language, Music & The Arts","Literacy, Visual Arts"
2307392,20d9828a1f630d29010d46611f3bc340,7b65b53de1012c219dfb8a15e6fea496,25.0,Oakland,My Students Need More Books!,Teacher-Led,Books,Literacy & Language,Literacy
2307444,11dc064bb468a74ec2eb0c96ea05701d,b5442b2b1e8bcf15f634a6f45778d96b,50.0,Oakland,Keeping it Clean in 4th Grade,Teacher-Led,Supplies,"Warmth, Care & Hunger","Warmth, Care & Hunger"
2307445,8b60c642dac5c5458943f9638649725a,b5442b2b1e8bcf15f634a6f45778d96b,50.0,Oakland,Keeping it Clean in 4th Grade,Teacher-Led,Supplies,"Warmth, Care & Hunger","Warmth, Care & Hunger"
2307447,4f7f33e8741c5373b12ae9b62cc14f75,b5442b2b1e8bcf15f634a6f45778d96b,20.0,Oakland,Keeping it Clean in 4th Grade,Teacher-Led,Supplies,"Warmth, Care & Hunger","Warmth, Care & Hunger"
2307449,c4668935a2bfa9330ad3990ea94e7186,b5442b2b1e8bcf15f634a6f45778d96b,50.0,Oakland,Keeping it Clean in 4th Grade,Teacher-Led,Supplies,"Warmth, Care & Hunger","Warmth, Care & Hunger"
2307451,50434f7654fa037a9f614fd9fb89ea3c,b5442b2b1e8bcf15f634a6f45778d96b,100.0,Oakland,Keeping it Clean in 4th Grade,Teacher-Led,Supplies,"Warmth, Care & Hunger","Warmth, Care & Hunger"
2307452,7e4b19c92b690d80f597142ce06b1a3b,b5442b2b1e8bcf15f634a6f45778d96b,27.0,Oakland,Keeping it Clean in 4th Grade,Teacher-Led,Supplies,"Warmth, Care & Hunger","Warmth, Care & Hunger"
2307453,cd191c9c51bfaf4d6551fa2063351d64,b5442b2b1e8bcf15f634a6f45778d96b,100.0,Oakland,Keeping it Clean in 4th Grade,Teacher-Led,Supplies,"Warmth, Care & Hunger","Warmth, Care & Hunger"
2307455,f849cc1ec7700b4f70e131a12353660f,b5442b2b1e8bcf15f634a6f45778d96b,25.0,Oakland,Keeping it Clean in 4th Grade,Teacher-Led,Supplies,"Warmth, Care & Hunger","Warmth, Care & Hunger"
2308533,d6abd151cbc03fba2dc7c5fcb6408bf2,0aa667cafd6ad1cb43ace7ca5d6e9017,50.0,Oakland,Cameras For Our Yearbook Class,Teacher-Led,Technology,"Applied Learning, Music & The Arts","Extracurricular, Visual Arts"
2308535,28cf18b5f7585c8c1ebbc5b792098ca6,0aa667cafd6ad1cb43ace7ca5d6e9017,281.86,Oakland,Cameras For Our Yearbook Class,Teacher-Led,Technology,"Applied Learning, Music & The Arts","Extracurricular, Visual Arts"
2308538,59e7132c850e517ee1d3a1d31a9ab975,0aa667cafd6ad1cb43ace7ca5d6e9017,50.0,Oakland,Cameras For Our Yearbook Class,Teacher-Led,Technology,"Applied Learning, Music & The Arts","Extracurricular, Visual Arts"
2308539,8c035e2c2dc40edbd6a87719ad9d25b8,0aa667cafd6ad1cb43ace7ca5d6e9017,100.0,Oakland,Cameras For Our Yearbook Class,Teacher-Led,Technology,"Applied Learning, Music & The Arts","Extracurricular, Visual Arts"
2308541,d320c63755dfb0a031c1a0166410868c,0aa667cafd6ad1cb43ace7ca5d6e9017,100.0,Oakland,Cameras For Our Yearbook Class,Teacher-Led,Technology,"Applied Learning, Music & The Arts","Extracurricular, Visual Arts"
2308584,5e77ea71855c58a7d116b36cf81be095,3c52b1696556bab5836af2cbabd472e4,50.0,Oakland,Food For Thought,Teacher-Led,Supplies,Literacy & Language,Literature & Writing
2308627,ab2d68bb5e9cb47e6c0dc67dd3dc9089,a3cf0a665cd42080a4f5dcca851bf55c,100.0,Oakland,iPad Mini for Our Class: Connecting to the World,Teacher-Led,Technology,"Math & Science, Literacy & Language","Health & Life Science, Literacy"
2308831,c97b0ff9db82b8e54d3f6898df8b5e7d,f4e6b429865259f73dac742472ed17ea,250.0,Oakland,Round Out Our Equipment Needs for Spring Soccer!,Teacher-Led,Sports & Exercise Equipment,Health & Sports,Team Sports
2310104,1de8131e16890e2660a0fbed79c7fb3f,0d85da3e9648092ef907931b4fac081d,25.0,Oakland,Motivation to Read,Teacher-Led,Books,Literacy & Language,Literacy
2310107,4ace13d8b328407115e92416ab297c80,0d85da3e9648092ef907931b4fac081d,25.0,Oakland,Motivation to Read,Teacher-Led,Books,Literacy & Language,Literacy
2310862,83f242bafbd43f2d8f26d04da6a24ee7,1e59c01c403f2cc2f5f6c9c5f3ef6c6b,100.0,Oakland,Everything Has a Place!,Teacher-Led,Supplies,"Literacy & Language, Math & Science","Literacy, Mathematics"
2311320,e93745c93826e1a0643751f28c4f64f9,7633f706a5ba950ace9cc62f23995a4d,350.0,Oakland,Compelling Books for Young Minds!,Teacher-Led,Books,Literacy & Language,"Literacy, Literature & Writing"
2311341,f015a56e166f6dc7030ccbf23e858c14,7633f706a5ba950ace9cc62f23995a4d,75.0,Oakland,Compelling Books for Young Minds!,Teacher-Led,Books,Literacy & Language,"Literacy, Literature & Writing"
2313076,ace039ca3009de229fdb160ecd425b42,3c06d3a8453846890862b23355a890e1,67.84,Oakland,Fall in Love with Reading,Teacher-Led,Supplies,Literacy & Language,Literacy
2313327,4d3061bd004482a42243a4330784bb43,56cfc2b09c2aea8a51b3c16cacc33e14,100.0,Oakland,Reaching The Stars With Chromebooks!,Teacher-Led,Technology,"Literacy & Language, Math & Science","Literacy, Mathematics"
2313579,9b1e27efdc12d0f45e268a5ae5eeccee,a12a419824058d64a6d9a1aa0f2fd084,25.0,Oakland,Say Goodbye to the Sniffles!,Teacher-Led,"Food, Clothing & Hygiene","Warmth, Care & Hunger","Warmth, Care & Hunger"
2313582,b41b09355ee8a8453018c12aa411b737,ad5bc2995338b7ebfec1aa5d31ebab9a,50.0,Oakland,Culturally Responsive Literature,Teacher-Led,Books,Literacy & Language,"ESL, Literacy"
2314331,9a2a705cef1349503f0fc8b0cc594729,f6036d7979c6216bcca94d5d77da1215,150.0,Oakland,Workstations Work! ,Teacher-Led,Supplies,"Literacy & Language, Math & Science","Literacy, Mathematics"
2314332,a1128fb75ecd3bc422b94c2a021a38f6,f6036d7979c6216bcca94d5d77da1215,50.0,Oakland,Workstations Work! ,Teacher-Led,Supplies,"Literacy & Language, Math & Science","Literacy, Mathematics"
2316114,57c14e1b11fc8a6a6e940ce5d9b5fe57,17763858ae468b849873ffbf946543dc,18.0,Oakland,To Tell the Truth: Brooklyn Students Learn How to Report the News,Teacher-Led,Technology,"Literacy & Language, Music & The Arts","Literacy, Visual Arts"
2316232,303630e28bb0aac91116f0f7b6ac435b,b2f83c37718c2ae0e97dd5f5d2814013,40.0,Oakland,Back to School!,Teacher-Led,Supplies,Literacy & Language,"ESL, Literacy"
2317866,3bbb7a88f373c938d4e0ae69957d544c,5448a77d4dba69eb4daffe08137d7a09,8.0,Oakland,Apple Products for Mobile Application Development,Student-Led,Technology,"Math & Science, Applied Learning","Applied Sciences, College & Career Prep"
2318089,87826bba826893797359001e7b1d80df,314f1f76069c80f408c3657a911a20ea,25.0,Oakland,"Ready, Set, Read!",Teacher-Led,Books,Literacy & Language,Literacy
2319791,b84028aca7adfed1d2c0c327dc22ed60,3d8aea20f0e91953528beb07c9b2b385,23.28,Oakland,Celebrate Native American History Month With Native Main Characters!,Teacher-Led,Books,Literacy & Language,"Literacy, Literature & Writing"
2320762,9235c7ce8a80385d1255e57e6ca3af0e,2857996179410fde9aa7d794ac577cf3,75.01,Oakland,Scales Please!,Teacher-Led,Supplies,Math & Science,"Applied Sciences, Health & Life Science"
2320763,92f32d5cb090c8d029ac5bea9d41c5f1,2857996179410fde9aa7d794ac577cf3,111.0,Oakland,Scales Please!,Teacher-Led,Supplies,Math & Science,"Applied Sciences, Health & Life Science"
2320767,5e72dbf63202fd0b4509b51057ba1bce,2857996179410fde9aa7d794ac577cf3,10.0,Oakland,Scales Please!,Teacher-Led,Supplies,Math & Science,"Applied Sciences, Health & Life Science"
2320840,717e981529c5c2d92abfe196796cbbed,9cf18d528aaf454a11042ef4420fc42d,100.0,Oakland,Keep on Moving!,Teacher-Led,Supplies,Health & Sports,Health & Wellness
2322285,f471201d698c265b06cd928257b89226,58f96c59ec92070ad35ef992a03fd855,100.0,Oakland,Readers are Leaders,Teacher-Led,Books,Literacy & Language,Literacy
2323443,51a95a4413df88959dd66d0a439aca77,4ae4c9e7824f7df6f52ec795abe6a4f7,147.22,Oakland,Ready Readers Need More Books!,Teacher-Led,Books,Literacy & Language,"Literacy, Literature & Writing"
2323444,5645a8ea9860b0cfc0f937361369d5ba,4ae4c9e7824f7df6f52ec795abe6a4f7,100.0,Oakland,Ready Readers Need More Books!,Teacher-Led,Books,Literacy & Language,"Literacy, Literature & Writing"
2323446,51fa6b2a9dd94cf48116e285ded81d9a,7353d3ec9516f260fa42befbf74868da,50.0,Oakland,,,,,
2323452,700f13cff3370fbc714624f0bb3d263a,a330d49ddb7f7c4c1c1fa9329c9ffec7,25.0,Oakland,Help My 4th Graders See the Board!,Teacher-Led,Technology,"Literacy & Language, Math & Science","Literature & Writing, Mathematics"
2323466,bf51ca38789e59e9ed0d4a97aee844eb,fb24f9c5e47d94bddfec27e1e5aec657,50.0,Oakland,5th Graders Get Access to Technology for Learning!,Teacher-Led,Technology,Literacy & Language,"ESL, Literature & Writing"
2323472,2e3d49b3665ec8942197c7ee37321091,3a03ae8cec5cf3ba70cfee451536fa90,98.56,Oakland,Newcomers Need Books!,Teacher-Led,Books,Literacy & Language,"Literacy, Literature & Writing"
2323474,ec68088d1ee6623a73495dc51565798c,3a03ae8cec5cf3ba70cfee451536fa90,25.0,Oakland,Newcomers Need Books!,Teacher-Led,Books,Literacy & Language,"Literacy, Literature & Writing"
2323479,6cf06456964c8afe70822e3e078edbf1,e9721ff622cb2630aee2faac4b955c22,25.0,Oakland,Help Close the Digital Gap ,Teacher-Led,Computers & Tablets,Math & Science,Mathematics
2323480,c4cce0e401e25582128424fc86ce36a9,e9721ff622cb2630aee2faac4b955c22,25.0,Oakland,Help Close the Digital Gap ,Teacher-Led,Computers & Tablets,Math & Science,Mathematics
2323484,def1152f129e4741dfcea0368ad45bf8,e9721ff622cb2630aee2faac4b955c22,50.0,Oakland,Help Close the Digital Gap ,Teacher-Led,Computers & Tablets,Math & Science,Mathematics
2323508,d06a296c9d517132f0ac0f116f374861,938fdd7ccf9458b0094cfcf2fe3ff19c,10.0,Oakland,Yay or Nay? Argument and Advocacy in Elementary Literacy,Teacher-Led,Books,Literacy & Language,"Literacy, Literature & Writing"
2323509,ec68088d1ee6623a73495dc51565798c,938fdd7ccf9458b0094cfcf2fe3ff19c,60.0,Oakland,Yay or Nay? Argument and Advocacy in Elementary Literacy,Teacher-Led,Books,Literacy & Language,"Literacy, Literature & Writing"
2323518,d06a296c9d517132f0ac0f116f374861,9a61823c46bb6ddc5139bdce947f0cdb,25.0,Oakland,Hands On Learners: Interactive Document  Camera For Eager Scholars!,Teacher-Led,Technology,"Literacy & Language, Math & Science","ESL, Mathematics"
2323519,76dc3692f8ec78b1da140b865fd89079,9a61823c46bb6ddc5139bdce947f0cdb,10.0,Oakland,Hands On Learners: Interactive Document  Camera For Eager Scholars!,Teacher-Led,Technology,"Literacy & Language, Math & Science","ESL, Mathematics"
2323520,ba62c62b94d0eff2b1558a43fa6d2816,9a61823c46bb6ddc5139bdce947f0cdb,50.0,Oakland,Hands On Learners: Interactive Document  Camera For Eager Scholars!,Teacher-Led,Technology,"Literacy & Language, Math & Science","ESL, Mathematics"
2323530,d06a296c9d517132f0ac0f116f374861,a2e5017050e2ed4d84b1e8d0e77f5702,20.0,Oakland,Kayaking Straight to College,Teacher-Led,Trips,Applied Learning,"Character Education, College & Career Prep"
2323534,d06a296c9d517132f0ac0f116f374861,cf64566c1bd7d1afbcecf266ca5d6ccf,10.0,Oakland,Classroom Library,Teacher-Led,Books,"Literacy & Language, Special Needs","Literacy, Special Needs"
2323539,d06a296c9d517132f0ac0f116f374861,ed29d9ccf6ad850fdeba26df2c1f911f,20.0,Oakland,Multi-Leveled Reading for Multi-Leveled Readers,Teacher-Led,Books,"Literacy & Language, Special Needs","Literacy, Special Needs"
2323565,a22926fadc6ae40248e55ad3032dd148,ed29d9ccf6ad850fdeba26df2c1f911f,20.0,Oakland,Multi-Leveled Reading for Multi-Leveled Readers,Teacher-Led,Books,"Literacy & Language, Special Needs","Literacy, Special Needs"
2324548,d558e0efc8234fb9c9485ec66abd552f,2309634c8a929692e9a7c36b5bec6aac,66.64,Oakland,Interacting Change,Teacher-Led,Supplies,"Math & Science, Literacy & Language","Health & Life Science, Literacy"
2324739,3829c128f5d6677602e54388684a788e,054afab70202c81a22bf93d4acef5441,338.86,Oakland,Empower! Creating Well-Equipped STEAM Students!,Teacher-Led,Technology,"Literacy & Language, Math & Science","Literacy, Mathematics"
2324740,3829c128f5d6677602e54388684a788e,0c03d5e47423fa84fa5c5201ca37d67b,356.86,Oakland,What If I Don't Want to Read The Hunger Games?,Teacher-Led,Books,Literacy & Language,Literacy
2324741,3829c128f5d6677602e54388684a788e,1215fb717c82619ea8375338c69391e6,502.74,Oakland,Black History Research Projects!,Teacher-Led,Books,"History & Civics, Literacy & Language","History & Geography, Literature & Writing"
2324742,3829c128f5d6677602e54388684a788e,182897fd219a793a4792beb7e60655e9,246.4,Oakland,Social Stories Projects,Teacher-Led,Technology,Special Needs,Special Needs
2324744,38ed86e9f4666c4bb82bc67adce86448,182897fd219a793a4792beb7e60655e9,25.0,Oakland,Social Stories Projects,Teacher-Led,Technology,Special Needs,Special Needs
2324745,3f3a2ce3dccc760fe606f20270e53d03,182897fd219a793a4792beb7e60655e9,10.0,Oakland,Social Stories Projects,Teacher-Led,Technology,Special Needs,Special Needs
2324746,4165635497eb395b2d4dc80fe9096f13,182897fd219a793a4792beb7e60655e9,20.0,Oakland,Social Stories Projects,Teacher-Led,Technology,Special Needs,Special Needs
2324747,6bea41be2064eb497337aa320768b94a,182897fd219a793a4792beb7e60655e9,50.0,Oakland,Social Stories Projects,Teacher-Led,Technology,Special Needs,Special Needs
2324748,7903e276ca9ede3a31281dbb751463f8,182897fd219a793a4792beb7e60655e9,25.0,Oakland,Social Stories Projects,Teacher-Led,Technology,Special Needs,Special Needs
2324749,ab11685e53a88d8fa32659750f658b69,182897fd219a793a4792beb7e60655e9,25.0,Oakland,Social Stories Projects,Teacher-Led,Technology,Special Needs,Special Needs
